product_id,group_id,variant_id,confidence,evidence
wmt_996476748,samsung_32_class_fhd_1080p_smart,"samsung_32_class_fhd_1080p_smart/config:32gb_32gb_samsung_32""_class_hd_(720p)_smart_led_tv_un32m4500/size:32/silicon:intel_i9/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_9921755421,lenovo_ideapad_slim_3_chromebook_laptop,"lenovo_ideapad_slim_3_chromebook_laptop/config:4gb_64gb_lenovo_slim_3_chromebook_laptop_for_business_student,_14''_fhd_ips_touchscreen,_8-core_mediatek_kompanio_520_processor,_4gb_ram,_64gb_emmc,_256gb_micro_sd_card,_wi-fi6,_bluetooth,_chrome_os/size:14/silicon:intel_i3_1215u/packaging:new",0.8467,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_998237668,dell_dell_chromebook_11_3189_11,"dell_dell_chromebook_11_3189_11/config:4gb_32gb_restored_2019_dell_chromebook_3100_laptop_11.6""_-_celeron-n4000_-_dual_core_2.6ghz_-_32gb_ssd_-_4gb_ram_-_1366x768_hd_-_chrome_os_(refurbished)/size:11.6/silicon:intel_i5_5250u/packaging:new",0.8501,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_999936773,lenovo_lenovo_500e_chromebook_11_6,"lenovo_lenovo_500e_chromebook_11_6/config:4gb_32gb_lenovo_ideapad_flex_3_chromebook_-_11.6""_touchscreen_2-in-1_-_intel_celeron_n4020_-_4gb_-_32gb_emmc_-_abyss_blue_-_chrome_os_-_82bb0009us/size:11.6/silicon:intel_i3_1115g/packaging:new",0.8477,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_900591173,lg_83_class_b4_series_oled_2024,"lg_83_class_b4_series_oled_2024/config:4gb_32gb_lg_86qned85uqa_86""_class_4k_uhd_qned_web_os_smart_tv_with_dolby_vision_85_series/size:85/silicon:intel_i7_1360p/packaging:new_bundle",0.8418,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6535800339,sony_k43s30_bravia_3_43_inch_2024,"sony_k43s30_bravia_3_43_inch_2024/config:16gb_32gb_sony_43_in_class_bravia_series_4k_hdr_led_smart_tv_with_2-yr_cps_enhanced_protection_pack,_k43s30,_2024/size:43/silicon:intel_i9/packaging:bundle",0.8442,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_7347863319,sony_85_class_bravia_5_mini_2025,sony_85_class_bravia_5_mini_2025/config:16gb_32gb_sony_k85xr90_85_inch_xr90_series_bravia_mini_led_hdr_qled_4k_google_tv_with_2_year_amber_protection_plan_(2024)/size:85/silicon:intel_i9/packaging:new_bundle,0.8489,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6246003855,hp_15_6_laptop_intel_core,"hp_15_6_laptop_intel_core/config:12gb_128gb_hp_15.6""_hd_touch-screen_laptop,_intel_core_i3-1215u,_12gb_ram,_128gb_ssd,_hdmi,_bluetooth,_wi-fi,_windows_11_home_in_s_mode,_natural_silver_with_mazepoly_accessories/size:15.6/silicon:intel_i3_1215u/packaging:bundle",0.8525,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6410370844,sony_55_class_bravia_8_oled_2024,sony_55_class_bravia_8_oled_2024/config:16gb_32gb_sony_k55xr80_55_inch_imax_enhanced_bravia_oled_4k_hdr_google_tv_with_3_year_amber_protection_plan_(2024)/size:55/silicon:apple_m3/packaging:new_bundle,0.8456,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_858099892,asus_chromebook_cx1_14_fhd_intel,"asus_chromebook_cx1_14_fhd_intel/config:4gb_64gb_asus_c424ma_14_4gb,_64gb_chromebook;_asus_chromebook_c424,_14""_full_hd,_nanoedge_display,_intel_celeron_n4020_processor,_4gb_ram,_64gb_emmc_storage,_chrome_os,_silver,_c424ma-wh44f/size:14/silicon:amd_ryzen3_3250c/packaging:new",0.8475,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_863589125,acer_acer_11_6_720p_chromebook,"acer_acer_11_6_720p_chromebook/config:4gb_16gb_restored_acer_chromebook_c731-c8ve_11.6""_celeron_n3060_1.6ghz_4gb_ram_16gb_(refurbished)/size:11.6/silicon:intel_i5_5250u/packaging:new",0.8549,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_862026907,lenovo_ideapad_1i_14_0_hd,lenovo_ideapad_1i_14_0_hd/config:4gb_64gb_lenovo_-_ideapad_1_14_laptop_amd_4gb_memory_amd_64gb_emmc_gray/size:14/silicon:amd_ryzen3/packaging:new,0.8367,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_864885473,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:4gb_500gb_restored_apple_macbook_pro_13.3""_led_intel_i5-3210m_core_2.5ghz_4gb_500gb_laptop_md101lla_(refurbished)/size:13.3/silicon:intel_i5/packaging:new",0.8462,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7465313299,sony_65_class_bravia_5_mini_2025,sony_65_class_bravia_5_mini_2025/config:16gb_32gb_sony_bravia_8_k65xr80_65_inch_4k_hdr_smart_oled_tv_(2024)_bundle_with_4_year_cps_enhanced_protection_pack/size:65/silicon:apple_m3/packaging:bundle,0.8482,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_673280354,dell_dell_latitude_5400_laptop_intel,"dell_dell_latitude_5400_laptop_intel/config:8gb_128gb_restored_dell_latitude_e6420_laptop_computer,_2.50_ghz_intel_i5_dual_core_gen_2,_8gb_ddr3_ram,_128gb_ssd_hard_drive,_windows_10_(refurbished)/size:14/silicon:intel_i5_4200u/packaging:new",0.8478,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_864885543,lenovo_ideapad_3_15_laptop_intel,"lenovo_ideapad_3_15_laptop_intel/config:8gb_256gb_lenovo_ideapad_3_15""_laptop,_intel_core_i3-1005g1_dual-core_processor,_8gb_memory,_256gb_solid_state_drive,_windows_10s_-_abyss_blue_-_81we008hus_(google_classroom_compatible)/size:15.6/silicon:intel_i3_1005g/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_616976742,hp_hp_probook_x360_11_g1,"hp_hp_probook_x360_11_g1/config:4gb_128gb_restored_hp_probook_x360_11_g1_ee_touchscreen_convertible_laptop_computer_11.6""_led_display_pc,_intel_dual-core_processor,_4gb_ram,_128gb_ssd,_windows_10,_hd_webcam,_hdmi,_bluetooth,_wifi_(refurbished)/size:11/silicon:intel_i5_8200y/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_866819117,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:4gb_128gb_lenovo_ideapad_flex_5i_14""_fhd_2-in-1_touchscreen_laptop,_intel_core_i3-1115g4,_4gb_ram,_128gb_ssd,_graphite_gray,_windows_11_in_s_mode,_82hs00r9us/size:14/silicon:intel_i3_1115g/packaging:new",0.8492,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_867872953,hp_stream_14_hd_lightweight_laptop,"hp_stream_14_hd_lightweight_laptop/config:4gb_32gb_hp_stream_14_laptop,_intel_celeron_n4000,_4gb_sdram,_32gb_emmc,_office_365_1yr,_rose_pink/size:14/silicon:intel_i3/packaging:new",0.843,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_867994958,acer_aspire_3_15_6_full,"acer_aspire_3_15_6_full/config:8gb_256gb_acer_nitro_5_15.6""_full_hd_gaming_laptop,_intel_core_i5_i5-9300h,_8gb_ram,_nvidia_geforce_gtx_1650_4_gb,_256gb_ssd,_windows_10_home,_obsidian_black,_an515-54-5812/size:15.6/silicon:intel_i5_nvidia_gtx_1650/packaging:new",0.8491,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_681477477,lg_83_class_b4_series_oled_2024,"lg_83_class_b4_series_oled_2024/config:16gb_32gb_lg_83""_class_4k_uhd_oled_web_os_smart_tv_with_dolby_vision_c2_series_oled83c2pua/size:83/silicon:apple_m3/packaging:new_bundle",0.8458,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_868334283,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:4gb_128gb_lenovo_ideapad_flex_5i_14""_fhd_2-in-1_touchscreen_laptop,_intel_core_i3,_4gb_ram,_128gb_ssd,_graphite_gray,_windows_10,_82hs007cus/size:14/silicon:intel_i3/packaging:new",0.8488,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_853566889,asus_pre_owned_asus_chromebook_c202sa-2,"asus_pre_owned_asus_chromebook_c202sa-2/config:4gb_16gb_asus_chromebook_c202sa-ys02_intel_celeron_n3060_1.6ghz_4gb_ram_16gb_ssd,blue(scratch_and_dent)/size:11.6/silicon:intel_i5_5250u",0.8478,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_8709911482,hp_15_6_laptop_intel_core,"hp_15_6_laptop_intel_core/config:16gb_1024gb_hp_victus_premium_gaming_laptop,_15.6_fhd_144hz_display,_ryzen_5_7535hs,_amd_radeon_rx_6550m,_16gb_ddr5_ram,_1tb_ssd,_wi-fi_6,_backlit_kb,_windows_11_pro/size:15.6/silicon:amd_ryzen5_7535hs_amd_radeon_rx/packaging:new",0.8467,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_8534363190,acemagic_laptop_16_1_fhd_gaming,"acemagic_laptop_16_1_fhd_gaming/config:16gb_512gb_laptop_16.1_fhd_gaming_laptop,_amd_ryzen_7_5700u,_16gb_ram,_512gb_ssd,_windows_11_pro,_graphite,_wifi_6,_backlit_kb,_gray/size:16.1/silicon:amd_ryzen7_5700u/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_873672497,hp_840_g5_14_refurbished_laptop,hp_840_g5_14_refurbished_laptop/config:4gb_128gb_hp_elitebook_840_g2_ultrabook_i5_dual-core_4gb_128gb_ssd_win_10_pro_a_v.wca/size:14/silicon:intel_i5/packaging:refurbished,0.8464,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_8501850806,lenovo_ideapad_1_15_6_fhd,"lenovo_ideapad_1_15_6_fhd/config:16gb_512gb_lenovo_laptop_ideapad_1i_intel_core_i5-1235u_3.3_ghz_16_gb_ddr4_512_gb_ssd_intel_iris_xe_graphics_15.6""_fhd_display_windows_11_pro/size:15.6/silicon:intel_i5_1235u_intel_iris_xe/packaging:new",0.8501,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_8740802097,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:8gb_256gb_pre-owned_apple_macbook_air_laptop_apple_m1_8-core_cpu_7-core_gpu_8gb_ram_256gb_ssd_13""_space_gray_mgn63ll/a_(2020)_-_scratch_and_dent/size:13.3/silicon:apple_m1/packaging:used",0.8421,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_656435841,onn_75_class_4k_uhd_2160p,"onn_75_class_4k_uhd_2160p/config:16gb_32gb_onn_75""_class_4k_uhd_(2160p)_led_roku_smart_television_(100044717)/size:75/silicon:intel_i9/packaging:new",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_874528215,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:16gb_500gb_restored_apple_macbook_pro_13.3""_laptop_led_intel_i5_3210m_2.5ghz_500gb_4gb_-_md101lla_(refurbished)/size:13.3/silicon:intel_i5_3210m/packaging:new",0.8453,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_876213773,apple_pre_owned_apple_15_4in_2018,"apple_pre_owned_apple_15_4in_2018/config:16gb_512gb_pre-owned_apple_macbook_pro_15.4-inch_laptop_computer_mr942ll/a,_2.6ghz_intel_core_i7,_16gb_ram,_macos,_512gb_ssd,_-_space_gray/size:15.4/silicon:intel_i7/packaging:used",0.8463,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_877299790,acer_aspire_3_15_6_full,"acer_aspire_3_15_6_full/config:4gb_128gb_acer_aspire_5_slim_laptop,_15.6_inches_full_hd_ips_display_laptop_-_silver/size:15.5/silicon:amd_ryzen3/packaging:new",0.8454,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_877604496,microsoft_surface_laptop_4_13_5,"microsoft_surface_laptop_4_13_5/config:16gb_512gb_microsoft_surface_laptop_4_13.5""_touchscreen_laptop,_intel_core_i5_i5-1135g7,_512gb_ssd,_windows_11_home/size:13.5/silicon:intel_i5/packaging:new",0.8562,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6533223367,vizio_m_series_quantum_65_class,"vizio_m_series_quantum_65_class/config:4gb_16gb_restored_vizio_65""_class_4k_uhd_led_hdr_smart_tv_(new)_v4k65m-0804_(refurbished)/size:65/silicon:intel_i5_3427u/packaging:new",0.8411,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_8781865058,hp_essential_laptop_everyday_notebook_with,"hp_essential_laptop_everyday_notebook_with/config:16gb_128gb_hp_essential_laptop_everyday_notebook_-_with_1-year_office_365_&_windows_11_pro,_14""_display,_16gb_ram,_384gb_storage(128g_emmc+256g_sd_card),_intel_quad-core_cpu,_long_battery_life/size:14/silicon:intel_i7_8650u/packaging:new_bundle",0.8411,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_8788305376,lenovo_ideapad_1_15_6_fhd,lenovo_ideapad_1_15_6_fhd/config:32gb_1024gb_new_lenovo_ideapad_1_15.6_inch_laptop_intel_core_i5-1235u[beat_ryzen_5]_32gb_ram_1tb_ssd_windows_11_in_s_mode_cloud_grey/size:15.6/silicon:intel_i5_1235u/packaging:new,0.8421,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_880340216,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:8gb_256gb_lenovo_14""_1200p_ultrabooks_laptops,_intel_core_i5-1135g7,_8gb_ram,_256gb_ssd,_windows_10_pro_64,_black,_20xw003eus/size:14/silicon:intel_i5_1135g/packaging:new",0.8513,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6485066627,vizio_50_class_4k_led_hdr,"vizio_50_class_4k_led_hdr/config:4gb_16gb_restored_vizio_50""_class_4k_uhd_led_hdr_smart_tv_(new)_v4k50m-08_(refurbished)/size:50/silicon:intel_i5_3427u/packaging:new",0.8493,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_848950243,acer_acer_11_6_720p_chromebook,acer_acer_11_6_720p_chromebook/config:4gb_16gb_restored_acer_c738tc44z_touchscreen_chromebook_laptop_4gb_ram_16gb_ssd_11.6_inch_hd_display_inplane_switching_(ips)_technology_(refurbished)/size:11.6/silicon:intel_i5_5250u/packaging:new,0.8488,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_648226145,lg_65_class_b4_series_oled_2024,lg_65_class_b4_series_oled_2024/config:16gb_32gb_lg_oled65c2pua_65-inch_4k_ultra_high_definition_oled_smart_tv_c2p_series_with_additional_4_year_coverage_by_epic_protect_(2022)/size:65/silicon:apple_m2/packaging:bundle,0.8413,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_617260254,hp_stream_14_hd_lightweight_laptop,"hp_stream_14_hd_lightweight_laptop/config:4gb_32gb_hp_stream_14_laptop,_intel_celeron_n4000,_4gb_sdram,_32gb_emmc,_office_365_1_yr,_royal_blue/size:14/silicon:intel_i3/packaging:new",0.8457,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6416103019,sony_75_class_bravia_9_mini_2024,sony_75_class_bravia_9_mini_2024/config:16gb_32gb_sony_k77xr80_77_inch_imax_enhanced_bravia_oled_4k_hdr_google_tv_with_6_year_amber_protection_plan_(2024)/size:77/silicon:apple_m3/packaging:new_bundle,0.8423,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_874015622,acer_swift_3_intel_evo_thin,"acer_swift_3_intel_evo_thin/config:8gb_512gb_acer_swift_3_intel_evo_thin_&_light_laptop,_13.5""_2256_x_1504_ips,_intel_core_i5-1135g7,_intel_iris_xe_graphics,_8gb_lpddr4x,_512gb_nvme_ssd,_silver,_windows_10,_sf313-53-56uu/size:13.5/silicon:intel_i5_1135g_intel_iris_xe/packaging:new",0.8423,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_7451316669,sony_55_class_bravia_8_oled_2024,sony_55_class_bravia_8_oled_2024/config:16gb_32gb_sony_k55xr80_bravia_8_55_inch_4k_hdr_smart_oled_tv_2024_bundle_with_2_yr_cps_enhanced_protection_pack/size:55/silicon:apple_m2/packaging:new_bundle,0.8485,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_871412352,lenovo_thinkpad_14_full_hd_intel,"lenovo_thinkpad_14_full_hd_intel/config:16gb_512gb_lenovo_thinkpad_14""_full_hd,_intel_core_i7_i7-10510u,_16gb_ram,_512gb_ssd,_windows_10_pro,_black,_20u9002mus/size:14/silicon:intel_i7/packaging:new",0.853,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_618845309,acer_acer_11_6_720p_chromebook,"acer_acer_11_6_720p_chromebook/config:4gb_16gb_restored_acer_chromebook_laptop_11_n7_c731_11.6""_16gb_n3060_chromeos_-_black_(refurbished)/size:11.6/silicon:intel_i5_1240p/packaging:new",0.8547,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_6415903726,sony_75_class_bravia_9_mini_2024,sony_75_class_bravia_9_mini_2024/config:16gb_32gb_sony_k77xr80_77_inch_imax_enhanced_bravia_oled_4k_hdr_google_tv_with_2_year_amber_protection_plan_(2024)/size:77/silicon:apple_m3/packaging:new_bundle,0.8426,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_867192521,apple_apple_macbook_air_laptop_13,"apple_apple_macbook_air_laptop_13/config:8gb_128gb_pre-owned_apple_macbook_air_laptop_core_i5_1.6ghz_8gb_ram_128gb_ssd_13""_mmgf2ll_a_(2015)/size:13.3/silicon:intel_i5/packaging:used",0.8422,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_857015492,acemagic_laptop_17_3_fhd_intel,acemagic_laptop_17_3_fhd_intel/config:16gb_512gb_laptop_17.3''_fhd_intel_alder_lake_n97_up_to_3.6ghz_16gb_ddr4_512gb_ssd_with_windows_11/size:17.3/silicon:intel_i3_6157u/packaging:new_bundle,0.8426,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_730025981,lenovo_ideapad_5_pro_16_laptop,"lenovo_ideapad_5_pro_16_laptop/config:8gb_512gb_lenovo_ideapad_5_pro_16_laptop_16""_2.5k_qhd_ips_display_(100%_srgb)_amd_hexa-core_ryzen_5_5600h_8gb_ram_512gb_ssd_backlit_keyboard_dolby_atmos_wifi6_win11_grey/size:16/silicon:amd_ryzen5_5600h",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_7180666574,asus_zenbook_14_14_fhd_oled,"asus_zenbook_14_14_fhd_oled/config:4gb_64gb_asus_14""_fhd_laptop,_intel_celeron_n4500,_4gb_memory_on_board_,_64gb_emmc,_intel_iris_xe_graphics,_media_card_reader,_quiet_blue_with_mazepoly_accessories/size:14/silicon:intel_i5_1235_intel_iris_xe/packaging:bundle",0.8448,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7479356798,sony_55_class_bravia_8_oled_2024,sony_55_class_bravia_8_oled_2024/config:16gb_32gb_sony_bravia_8_k55xr80_55_inch_4k_hdr_smart_oled_tv_(2024_model)_bundle_with_redeemable_directv_gemini_air_streaming_device_and_1_yr_cps_enhanced_protection_pack/size:55/silicon:apple_m2/packaging:new_bundle,0.8436,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_7458920213,sony_55_class_bravia_8_oled_2024,sony_55_class_bravia_8_oled_2024/config:16gb_32gb_sony_bravia_8_k55xr80_55_inch_4k_hdr_smart_oled_tv_(2024_model)_bundle_with_2_year_extended_warranty/size:55/silicon:apple_m2/packaging:new_bundle,0.846,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_879029327,apple_pre_owned_macbook_pro_13,"apple_pre_owned_macbook_pro_13/config:8gb_256gb_pre-owned_macbook_pro_13""_touch_bar_mpxv2ll/a_core_i5_3.1ghz_8gb_ram_256gb_ssd_(good)/size:13/silicon:intel_i5/packaging:used",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_6743370679,hp_stream_14_hd_lightweight_laptop,"hp_stream_14_hd_lightweight_laptop/config:16gb_64gb_hp_portable_laptop,_student_and_business,_14""_hd_display,_intel_celeron_n4120,_16gb_ram,_64gb_emmc,_1_year_office_365,_webcam,_hdmi,_wi-fi,_rj-45,_windows_11_home,_pink/size:14/silicon:intel_i3_1215u/packaging:new",0.8534,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_8482774644,acer_predator_helios_18_gaming_laptop,"acer_predator_helios_18_gaming_laptop/config:32gb_1024gb_acer_predator_helios_neo_16_premium_gaming_laptop_16""_wuxga_ips_165hz_(100%_srgb)_intel_14-core_i7-13650hx_32gb_ddr5_1tb_ssd_geforce_rtx_4060_8gb_graphic_rgb_backlit_killer_ax1650i_win11_black/size:16/silicon:intel_i7_13650hx_nvidia_rtx_4060/packaging:new",0.8502,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
wmt_8915273450,baggra_tv_stick_4k_support_os,"baggra_tv_stick_4k_support_os/config:2gb_32gb_tv_stick,4k_support_os_voice_stick_low_voice_entertainment_11_os_built-in_4k_android_11_entertainment_business_tv_stick_support_latest_low_built-in_business_use_tv_latest_android/size:43/silicon:apple_m2",0.8407,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent"
wmt_7445569438,sony_55_class_bravia_8_oled_2024,sony_55_class_bravia_8_oled_2024/config:16gb_32gb_sony_bravia_8_k55xr80_55_inch_4k_hdr_smart_oled_tv_(2024)_bundle_with_4_year_cps_enhanced_protection_pack/size:55/silicon:apple_m2/packaging:new_bundle,0.8483,"variant_text_strong,group_text_strong,axes_complete,variant_axes_consistent,group_popular"
